Flow Control Trainer (UT35A) -24-Mar-2025 15:45:47, , , , , , ,
Time,Time s,SP %,PV %,OP %,PB %,IT s,DT s
15:33:59,516,80,79.8,24,100,25,0
15:34:00,517,80,80,24.2,100,25,0
15:34:01,518,80,80.3,24.4,100,25,0
15:34:02,519,80,80.2,24.3,100,25,0
15:34:03,520,80,80.4,24.5,100,25,0
15:34:04,521,80,80.3,24.5,100,25,0
15:34:05,522,80,80.2,24.4,100,25,0
15:34:06,523,80,80.3,24.5,100,25,0
15:34:07,524,80,80.2,24.4,100,25,0
15:34:08,525,80,79.8,24.1,100,25,0
15:34:09,526,80,80.2,24.4,100,25,0
15:34:10,527,80,80.4,24.6,100,25,0
15:34:11,528,80,80.3,24.6,100,25,0
15:34:12,529,80,80,24.3,100,25,0
15:34:13,530,80,79.7,24,100,25,0
15:34:14,531,80,80.2,24.4,100,25,0
15:34:15,532,80,80.5,24.7,100,25,0
15:34:16,533,80,80.3,24.6,100,25,0
15:34:17,534,80,80.2,24.5,100,25,0
15:34:18,535,80,80.2,24.5,100,25,0
15:34:19,536,80,80.2,24.5,100,25,0
15:34:20,537,80,80.3,24.6,100,25,0
15:34:21,538,80,79.9,24.3,100,25,0
15:34:22,539,80,80.1,24.4,100,25,0
15:34:23,540,80,80,24.3,100,25,0
15:34:24,541,80,80.1,24.4,100,25,0
15:34:25,542,80,80,24.3,100,25,0
15:34:26,543,80,80,24.3,100,25,0
15:34:27,544,80,79.8,24.1,100,25,0
15:34:28,545,80,80.1,24.4,100,25,0
15:34:29,546,80,80.3,24.6,100,25,0
15:34:30,547,80,80.3,24.6,100,25,0
15:34:31,548,80,80.4,24.7,100,25,0
15:34:32,549,80,80.6,25,100,25,0
15:34:33,550,80,80.5,24.9,100,25,0
15:34:35,551,80,80.1,24.5,100,25,0
15:34:35,552,80,80.2,24.6,100,25,0
15:34:36,553,80,80,24.4,100,25,0
15:34:37,554,80,80.3,24.7,100,25,0
15:34:38,555,80,80.2,24.6,100,25,0
15:34:39,556,80,80.2,24.7,100,25,0
15:34:40,557,80,80.3,24.8,100,25,0
15:34:41,558,80,80.3,24.7,100,25,0
15:34:42,559,80,80.3,24.8,100,25,0
15:34:43,560,80,80.3,24.7,100,25,0
15:34:44,561,80,80.4,24.9,100,25,0
15:34:45,562,80,80.3,24.8,100,25,0
15:34:46,563,80,80.1,24.6,100,25,0
15:34:47,564,80,80.3,24.8,100,25,0
15:34:48,565,80,80,24.5,100,25,0
15:34:49,566,80,80.1,24.6,100,25,0
15:34:50,567,80,80,24.5,100,25,0
15:34:51,568,80,80.1,24.6,100,25,0
15:34:52,569,80,80.2,24.8,100,25,0
15:34:53,570,80,80.2,24.7,100,25,0
15:34:54,571,80,80,24.5,100,25,0
15:34:55,572,80,80,24.5,100,25,0
15:34:56,573,80,80.1,24.6,100,25,0
15:34:57,574,80,80.1,24.6,100,25,0
